"","ros_entity_number","ros_entity_name","ros_entity_type","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode"
"1563",17025105,"palmer street nif","non-instructional facility (nif)","471 Palmer Street","Abingdon","VA",24210
"1564",17024753,"movimiento pentecostal la luz del mundo","library","Dr. José Ramos Lebron, Sector Puerto Real","Fajardo","PR",738
"1565",17024493,"biblioteca las 80","library","Communidad Las 80 Calle Fiores Esquina Dalia","Salinas","PR",751
"1566",17024496,"biblioteca plena","library","Carr 712 Km 5.4 Bo Quebrada Yegua","Salinas","PR",751
"1567",17024424,"sfm charities, inc","library","Ponce De Leon #1122","San Juan","PR",928
"1568",7315,"biblioteca criolla br library","library","194 Newark Ave","Jersey City","NJ",7302
"1569",16066076,"jewish educational media","library","781 East New York Avenue","Brooklyn","NY",11203
"1570",17011363,"jewish educational media","library","784 Eastern Pkwy","Brooklyn","NY",11213
"1571",17023137,"stockdale isd librarytechnology","non-instructional facility (nif)","502 South 4th Stree","Stockdale","TX",78160
"1572",16070660,"illinois heartland lilbrary system-champaign","library","1704 Interstate Drive","Champaign","IL",61822
"1573",17025320,"baca-prewitt","library","Exit 63, Prewitt,  22 Pillow Crest Rd # A","Prewitt","NM",87045
"1574",17025323,"beclabito","library","Us Hwy 64 - 4 Miles East Of The Arizona Border, And 18 Miles West Of Shiprock And Us Hwy 491","Shiprock","NM",87420
"1575",17025324,"becenti","library","½ Mile From And West Of New Mexico State Highway 371","Crownpoint","NM",87313
"1576",17025326,"black mesa (kitsiili)","library","Indian Rte 8066, Black Mesa, Az","Pinon","AZ",86510
"1577",17025327,"blue gap-tachee","library","7000 Blue Gap","Blue Gap","AZ",86520
"1578",17025329,"breadspringsbaahaali","library","190a Rodeo Road","Vanderwagen","NM",87326
"1579",17025330,"burnham tiis toh sikaad","library","""12 Miles East Of Us 491 On Navajo Route 5 And .5 Mile South On Navajo Route 5080.""","Newcomb","NM",87455
"1580",17025332,"casamero lake","library","Co Rd 19 And Casamero Lake Loop Rd","Prewitt","NM",87045
"1581",17025333,"chichiltah","library","New Jones Ranch Rd","Vanderwagen","NM",87326
"1582",17025335,"chinle","library","Indian Rte 7","Chinle","AZ",86503
"1583",17025336,"church rock","library","57 Telstar Rd","Church Rock","NM",87311
"1584",17025337,"coalmine canyon","library","Indian Rte 6032 & Sr-64","Tuba City","AZ",86045
"1585",17025339,"cornfields","library","Indian Rt 151 Near Indian Rt 15","Ganado","AZ",86505
"1586",17025340,"counselor","library","6828 Hwy 44 # 14","Counselor","NM",87018
"1587",17025341,"cove","library","Indian Rte 33 & Rte 331, Yazzi, Az","Red Valley","AZ",86544
"1588",17025342,"coyote canyon","library","Coyote Canyon Chapter House","Brimhall","NM",87310
"1589",17025343,"crownpoint","library","Chapter House Drive","Crownpoint","NM",87313
"1590",17025344,"crystal","library","Indian Rte 12","Navajo","NM",87328
"1591",17025345,"dennehotso","library","Us-160","Dennehotso","AZ",86535
"1592",17025346,"dilkon","library","Indian Rte 9851 & Indian Rte 15, Dilkon, Nm","Winslow","AZ",86047
"1593",17025347,"forest lake","library","Indian Rte N 41","Pinon","AZ",86510
"1594",17025354,"low mountain","library","Indian Rte 67, Low Mountain, Az","Blue Gap","AZ",86520
"1595",17025355,"standing rock-tseiiahi","library","22 Mile, W Rte 9","Crownpoint","NM",87313
"1596",17025358,"pinedale","library","523 Navajo Service Rte 11","Church Rock","NM",87311
"1597",17025359,"nahodishgish","library","Dalton Pass Rd","Nahodishgish","NM",87313
"1598",17025360,"steamboat","library","Steamboat","Steamboat","AZ",86050
"1599",17025361,"tonaleared lake","library","Us-160 & Indian Rte 21","Tonalea","AZ",86044
"1600",17025363,"pinon","library","Indian River Rte 8030","Pinon","AZ",85610
"1601",17025365,"sweetwatertolikan","library","Indian Rte 35","Red Mesa","AZ",86514
"1602",17025366,"tsah bii kininscription hse","library","Indian Rte 16","Shonto","AZ",86053
"1603",17025367,"naschitti","library","Indian Rte 693","Naschitti","NM",87364
"1604",17025368,"pueblo pintado","library","Indian Rte 9 Pueble Pintado","Cuba","NM",87013
"1605",17025370,"tsaile-wheatfields","library","Indian Rte 12 & C-144","Indian Rte 12 & C-144","AZ",86556
"1606",17025371,"lukachukai","library","3/4th Mile E Ravaho Ru 12","Lukachukai","AZ",86507
"1607",17025372,"tsayatoh","library","82a West Tsayatoh Rd","Mentmore","NM",87301
"1608",17025373,"ramah","library","Indian Rte 125","Ramah","NM",87321
"1609",17025374,"navajo mountain","library","Co Rd 488","Tonalea","AZ",86044
"1610",17025376,"tselani-cottonwood","library","Indian Rte 4, Blue Gap, Az","Chinle","AZ",86503
"1611",17025377,"red lake #18","library","327 A Walnut Ave","Navajo","NM",87328
"1612",17025378,"teecnospos","library","5114 Nn Road Highway 160","Teecnospos","AZ",86514
"1613",17025379,"twin lakesbahastl ah","library","Us-491, Twin Lakes, Nm","Yahtahey","NM",87375
"1614",17025380,"navajo nation main library","library","Highway 264, Post Office Loop Road","Window Rock","AZ",86515
"1615",17025381,"upper fruitland","library","Indian Sr 5085old N 36 Rd","Fruitland","NM",87416
"1616",17025382,"lupton (tse si ani)","library","I-40 & Indian Rte 12","Lupton","AZ",86508
"1617",17025384,"kinlichee (kin dah lichii)","library","Turquoise Dr, Kinlichee","St. Michaels","AZ",86511
"1618",17025385,"whippoorwill","library","Indian Rte 65","Whippoorwill Spring","AZ",86510
"1619",17025386,"manuelito","library","26 Hunters Point Rd","Mentmore","NM",87319
"1620",17025389,"many farms","library","Us-191 & Indian Rte 59","Many Farms","AZ",86538
"1621",17025390,"klagetoh","library","Us-191 & Greaswood Rd","Ganado","AZ",86505
"1622",17025391,"thoreau","library","1 Mile Marker Nm-371","Thoreau","NM",87323
"1623",17025392,"mariano lake","library","237a Mariano Lake Loop Road","Mariano Lake","NM",87365
"1624",17025394,"red rocktselichii","library","79 Refuge Rock Rd #A","Gallup","NM",87301
"1625",17025396,"red valley","library","Indian Rte 13","Red Valley","AZ",86544
"1626",17025397,"nageezi","library","1153 Us-550","Nageezi","NM",87037
"1627",17025398,"nazlini","library","Indian Rte N 27 & Indian Rte 310","Nazlini","AZ",86540
"1628",17025399,"to hajiilee","library","Indian Rte 7036","To' Hajiilee","NM",87026
"1629",17025400,"nahata dziil commission governance","library","Red Sand View St","Sanders","AZ",86512
"1630",17025401,"rock point","library","Us-191 & Indian Rte 8014","Rock Point","AZ",86545
"1631",17025404,"lake valley","library","7750 County Road Highway 371 #567","Crownpoint","NM",87313
"1632",17025405,"rock springs","library","Indian Rte 7011 &Rock Springs Rd","Rock Springs","NM",87375
"1633",17025406,"whitehorse lake","library","Navjo Rte 9e And Nm-509","Cuba","NM",87013
"1634",17025407,"toadlena twogreyhills","library","Indian Sr-5000 & Sr 5001","Newcomb","NM",87455
"1635",17025408,"nenahnezad","library","West Hwy 64 & County Road 6675 & Navajo Route 365","Fruitland","NM",87416
"1636",17025409,"whiterock","library","Cr 8890","Crownpoint","NM",87313
"1637",17025410,"lechee","library","Coppermine Rd","Lechee","AZ",86040
"1638",17025411,"wide ruins","library","Us-191 & Wide Ruins School Rd","Wide Ruins","AZ",86502
"1639",17025412,"tohatchi","library","Indian Sr-108","Tohatchi","NM",87325
"1640",17025413,"newcombtiis nideeshgish","library","U.S. Hwy 491","Newcomb","NM",87455
"1641",17025414,"oak springs","library","Indian Rte 12","Oak Springs","AZ",86515
"1642",17025415,"leupp","library","Leupp Rd","Leupp","AZ",86035
"1643",17025416,"ojo encino","library","Star Lake Rd","Ojo Encino","NM",87013
"1644",17025418,"rough rocktse ch izhi","library","Indian Rte 8066","Rough Rock","AZ",86503
"1645",17025419,"round rock","library","Indian Rte 12 & Us-191","Round Rock","AZ",86547
"1646",17025420,"littlewater","library","Littlewater Rd","Littlewater","NM",87313
"1647",17025421,"fort defiance","library","Old Red Lake Rd","Fort Defiance","AZ",86504
"1648",17025422,"gadii ahito koi","library","Indian Sr-57","Shiprock","NM",87420
"1649",17025423,"san juan","library","Indian Sr-362 & Hiwy 36, Waterflow, Nm","San Juan","NM",87421
"1650",17025424,"ganado","library","Fire House Rd","Ganado","AZ",86505
"1651",17025425,"sanosteetsealnaoztii","library","Indian Sr-5013 & 5010","Sanostee","NM",87461
"1652",17025429,"greasewood springs","library","Greasewood Springs Chapter","Ganado","AZ",86505
"1653",17025431,"sheep springstoohaltsooi","library","Us-491 & Indian Sr 32","Sheep Springs","NM",87364
"1654",17025432,"hogbacktse da kaan","library","West Highway 64; North Bia Route 5031","Shiprock","NM",87420
"1655",17025433,"houck","library","I-40 & St Anselm Rd","Houck","AZ",86506
"1656",17025435,"huerfano","library","536 Co Rd 7150","Bloomfield","NM",87413
"1657",17025437,"indian wells","library","Indian Rte 15 & Indian Rte 154","Indian Wells","AZ",86031
"1658",17025438,"iyanbito","library","211a Iyanbito Rd","Iyanbito","NM",87316
"1659",17025439,"smith lake","library","Smith Lake Chapter Rd","Smith Lake","NM",87365
"1660",17025440,"st. michael","library","Crest Rd & Az-264","St. Michaels","AZ",86511
"1661",17022771,"christian county library - sparta","library","161 Wilson Court","Sparta","MO",65753
"1662",17028733,"-livingston county library-lillian desmarias youth library","library","917 Washington Street","Chillicothe","MO",64601
"1663",115263,"foster library","library","4060 South 144th","Tukwila","WA",98168
"1664",16021247,"allen county public library data center","library","7615 Disalle Boulevard","Fort Wayne","IN",46825
"1665",16034174,"biblioteca satelital ceiba norte","library","Calle 18 Solar 187 Box Ceiba Norte","Juncos","PR",777
"1666",16063437,"biblioteca publica de quebradilla","library","Calle Rafols Ave. Felipe Ruiz","Quebradilla","PR",678
"1667",16088,"arkport village book center","library","2 East Avenue","Arkport","NY",14807
"1668",17000041,"centro tecnológico caritas- mayagüez i","library","Bo. Miradero, Carr. 108  Int. Calle Obispado Final","Mayagüez","PR",680
"1669",17002242,"misión abriendo puertas, inc.","library","Calle Barbosa #30 Local #3","Cabo Rojo","PR",623
"1670",17004600,"main branch bgc (pr)","library","501","San Juan","PR",927
"1671",17004809,"hatchie river regional library","library","63 Executive Dr","Jackson","TN",38305
"1672",17020221,"operations center","non-instructional facility (nif)","400 W. Johnstown Road","Gahanna","OH",43230
"1673",17020337,"fairfield county library - kiosk","library","2201 Refugee St","Millersport","OH",43046
"1674",17025588,"vickery park branch library","library","8255 Park Ln","Dallas","TX",75231
"1675",17025966,"mobile library services building","non-instructional facility (nif)","2184 Niles-Cortland Road Ne","Cortland","OH",44410
"1676",17027183,"youngstown library data center","non-instructional facility (nif)","1343 Belmont Ave.","Youngstown","OH",44504
"1677",225263,"clinton-macomb public library north branch","library","16800 24 Mile Rd","Macomb","MI",48042
"1678",81015,"east feliciana branch library","library","12220 Woodville Street","Clinton","LA",70722
"1679",17024089,"riochard a. tucker memorial branch","library","2350 Berkley Avenue","Norfolk","VA",23523
"1680",17027292,"gibsland branch library","library","1141 First Street","Gibsland","LA",71028
"1681",17027678,"black gold library system administrative headquarters","non-instructional facility (nif)","580 Camino Mercado","Arroyo Grande","CA",93420
"1682",16080412,"pclc lending library kiosk","library","101 Adventure Ct","Davenport","FL",33837
"1683",16080757,"faro de esperanza- residencial aristides chavier","library","Programa Faro De Esperanza Centros Sor Isolina Aristides Chavier Av. Roosevelt","Ponce","PR",730
"1684",17012236,"cherryland hayward branch library","library","278 Hampton Rd","Hayward","CA",94541
"1685",17018964,"tennessee state library and archives","library","1001 5th Avenue North","Nashville","TN",37219
"1686",17021735,"amy van andel library & community center","library","7239 Thornapple River Dr Se","Ada","MI",49301
"1687",17025561,"chouteau public library","library","307 W Main","Chouteau","OK",74337
"1688",17027643,"manassas city library","library","10104 Dumfries Road","Manassas","VA",20110
"1689",17028697,"capitol arts branch","library","416 East Main Street","Bowling Green","KY",42101
"1690",17025873,"el valle community center","library","11 Los Pueblos Road","Villanueva","NM",87583
"1691",17026683,"te-moak branch tribal library","library","525 Sunset Street","Elko","NV",89801
"1692",17027179,"salt lick branch","library","149 Main St","Salt Lick","KY",40371
"1693",17027255,"tacoma public utilities","non-instructional facility (nif)","3628 S 35th St","Tacoma","WA",98409
"1694",17027666,"center for brooklyn history","library","128 Pierrepont Street","Brooklyn","NY",11201
"1695",17023572,"fundacion caf","library","Centro La Asunción, 307 Calle Castelar","San Juan","PR",912
"1696",17025674,"west branch library","library","300 Abbey Ave","Dayton","OH",45417
"1697",17026889,"withers library","library","1665 S Withers Rd","Liberty","MO",64068
"1698",17027712,"biblioteca isla verde","library","Calle Rodriguez Emma, Esq.","Avenida Isla Verde","PR",983
"1699",17028012,"adak public library","library","100 Mechanical St","Adak","AK",99546
"1700",124810,"nioga library system","library","6575 Wheeler Rd","Lockport","NY",14094
"1701",17008058,"centro comunal pueblito del río","library","Parcelas Nuevas Pueblito Del Río","Las Piedras","PR",771
"1702",17024587,"hazleton area public library - nuremberg branch","library","45 Brush Street","Nuremberg","PA",18241
"1703",17026224,"french valley branch library","library","31526 Skyview Rd","Winchester","CA",92596
"1704",17026225,"menifee branch library","library","28798 La Piedra Rd","Menifee","CA",92584
"1705",19562,"osterhout free library - plains branch","library","126 N Main St","Wilkes Barre","PA",18705
"1706",19568,"osterhout free library north branch","library","235 George Ave","Wilkes Barre","PA",18705
"1707",17003480,"biblioteca niños de nueva esperanza","library","Calle Del Carmen 1162 Sector Los Bravos","Sabana Seca","PR",962
"1708",17024485,"jpl noc - edward ball building","non-instructional facility (nif)","214 N. Hogan Street","Jacksonville","FL",32202
"1709",17026994,"te-moak wells tribal library","library","1707 Mountain View Dr","Wells","NV",89835
"1710",17027472,"iris plaza branch library","library","16170 Perris Blvd.","Moreno Valley","CA",92551
"1711",17028346,"sacramento public library data center","non-instructional facility (nif)","4235 Forcum Ave.","Mcclellan Park","CA",95652
"1712",17023051,"dorchester county library - ridgeville","library","441 South Railroad Ave","Ridgeville","SC",29472
"1713",17024820,"biblioteca electronica la fermina","library","Carr 198 Ramal 922, Bo. La Fermina","Humacao","PR",791
"1714",17024821,"biblioteca electronica candelero arriba","library","Bo. Candelero Arriba Carr #3 Km 87","Humacao","PR",791
"1715",17026698,"santuc branch","library","841 Tinker Creek Rd","Union","SC",29379
"1716",17026699,"buffalo branch","library","1501 Main St","Buffalo","SC",29321
"1717",17028122,"new main branch library","library","1645 Russell Street","Orangeburg","SC",29115
"1718",17027483,"central library","library","740 Conestoga Parkway","Shepherdsville","KY",40165
"1719",16082848,"centro tecnologico iglesia de dios pentecostal mi de ponce","library","Calle Salaman Num. 71 Bo.","Playa De Ponce","PR",624
"1720",17020919,"justice call foundation inc","library","Carr 830 Km 4.3 Sect. Los Sanchez Barrio Cerro Gordo","Bayamón","PR",956
"1721",17027891,"kersey public library","library","332 3rd Street","Kersey","CO",80644
"1722",17026484,"walters branch library","library","4195 E Harry Street","Wichita","KS",67218
"1723",17027806,"asociación de comunidades unidas tomando acción solidaria inc.","library","Local 143, Calle Canario, Esquina Calle Bellísima, Barrio Ingenio","Toa Baja","PR",949
"1724",17027876,"orchard park library","library","1267 W Chindel Blvd","Meridian","ID",83646
"1725",17028016,"casa juan bosco inc.","library","51 Calle Agustín Stahl","Aguadilla","PR",603
"1726",17010394,"biblioteca municipal de toa alta","library","Dorado Centro","Dorado","PR",646
"1727",17028856,"west olympia branch","library","625 Black Lake Blvd Sw","Olympia","WA",98502
"1728",17025327,"blue gap (tachee)","library","7000 Blue Gap","Blue Gap","AZ",86520
"1729",17025329,"breadsprings (baahaali)","library","190a Rodeo Road","Vanderwagen","NM",87326
"1730",17025330,"burnham (tiis toh sikaad)","library","12 Miles East Of Us 491 On Navajo Route 5 And .5 Mile South On Navajo Route 5080","Newcomb","NM",87455
"1731",17025361,"tonalea (red lake)","library","Us-160 & Indian Rte 21","Tonalea","AZ",86044
"1732",17025370,"tsaile (wheatfields)","library","Indian Rte 12 & C-144","Indian Rte 12 & C-144","AZ",86556
"1733",17025376,"tselani (cottonwood)","library","Indian Rte 4, Blue Gap, Az","Chinle","AZ",86503
"1734",17025379,"twin lakes (bahastl ah)","library","Us-491, Twin Lakes, Nm","Yahtahey","NM",87375
"1735",17025394,"red rock (tselichii)","library","79 Refuge Rock Rd #A","Gallup","NM",87301
"1736",17025407,"toadlena (two grey hills)","library","Indian Sr-5000 & Sr 5001","Newcomb","NM",87455
"1737",17025413,"newcomb (tiis nideeshgish)","library","U.S. Hwy 491","Newcomb","NM",87455
"1738",17025418,"rough rock (tse ch izhi)","library","Indian Rte 8066","Rough Rock","AZ",86503
"1739",17025425,"sanostee (tsealnaoztii)","library","Indian Sr-5013 & 5010","Sanostee","NM",87461
"1740",17025431,"sheep springs (toohaltsooi)","library","Us-491 & Indian Sr 32","Sheep Springs","NM",87364
"1741",17025432,"hogback (tse da kaan)","library","West Highway 64; North Bia Route 5031","Shiprock","NM",87420
"1742",17027155,"orangewood library","library","401 The City Dr S","Orange","CA",92868
"1743",17027005,"sbcl administration 2","non-instructional facility (nif)","10460 Enterprise Drive","Loma Linda","CA",92374
"1744",17028441,"jamaica operations center","non-instructional facility (nif)","145-54 156th Street","Jamaica","NY",11434
"1745",123739,"ramapo catskill library system","library","619 Route 17m","Middletown","NY",10940
"1746",17013813,"biblioteca electrónica barrio playa guayanez","library","Playa Guayanés Carr 1 Esq 3,","Yabucoa","PR",767
"1747",17025611,"library services","non-instructional facility (nif)","5304 Metro","San Diego","CA",92106
"1748",17021688,"centro tecnologico laguna","library","Bo. Naranjo Carr 416 Km 6.9","Aguada","PR",602
"1749",17005982,"club puertorriqueño","library","Bo. La Joya","Guánica","PR",647
"1750",17005995,"centro comunal barrio bélgica","library","Calle 5 (Frente A Parque Pelota Bo. Bélgica)","Guánica","PR",653
"1751",17005996,"centro comunal el caño","library","Calle Principal (Frente A Esc. Elemental Bo. Caño)","Guánica","PR",647
"1752",17005998,"centro comunal guaypao","library","Carr. 325,Sector Guaypao, Ensenada","Guánica","PR",647
"1753",17005999,"centro comunal la joya de santa rita","library","Calle 4 Bo. La Joya De Santa Rita","Guánica","PR",653
"1754",17006000,"centro comunal la luna","library","Carr. Pr 334 Principal, Bo. Carrenero","Guánica","PR",653
"1755",17006001,"centro comunal magueyes","library","Carr. 3332 Bo. Magueyes","Guánica","PR",653
"1756",17006005,"centro comunal la laguna","library","Calle 13 Sector La Laguna, Bo. Fraternidad","Guánica","PR",653
"1757",17006006,"centro comunal vivones","library","Bo. Fraternidad Sector Vivones","Guánica","PR",653
"1758",17006007,"centro diagnóstico y tratamiento","library","Carr. 3116","Guánica","PR",647
"1759",17006009,"res. jardines","library","Casco Urbano De Guánica","Guánica","PR",653
"1760",17006012,"museo pedro juan vargas","library","Calle 25 De Julio Esq. Del Rosario (Frente A La Plaza)","Guánica","PR",653
"1761",17006013,"biblioteca municipal","library","Carr. 333 (Al Lado De Escuela Superior)","Guánica","PR",653
"1762",17028037,"centro tecnologico  el lago","library","Carr.175 Km 5.5 Camino Ernesto Diaz","Sector El Lago Bo. Carraizo Trujillo Alto","PR",976
"1763",17025317,"alamo","library","Nm-169 & Indian Rte 28","Alamo","NM",87825
"1764",17025328,"bodaway-gap","library","Us-89 & Copper Mine Rd","Gap","AZ",86020
"1765",17025331,"cameron","library","Us-89","Cameron","AZ",86020
"1766",17025338,"coppermine","library","Indian Rte 6210, Coppermine","Page","AZ",86040
"1767",17025355,"standing rock (tseiiahi)","library","22 Mile, W Rte 9","Crownpoint","NM",87313
"1768",17025356,"jeddito","library","Jeddito School Rd","Keams Canyon","AZ",86034
"1769",17025357,"tolani lake","library","Hc 61 Box 3001, Indian Rte 24","Winslow","AZ",86047
"1770",17025365,"sweetwater (tolikan)","library","Indian Rte 35","Red Mesa","AZ",86514
"1771",17025366,"tsah bii kin (inscription house)","library","Indian Rte 16","Shonto","AZ",86053
"1772",17025383,"teesto","library","Indian Rte 60, Testo, Az","Winslow","AZ",86047
"1773",17025402,"whitecone","library","Sr-77 And Goldeneagle Dr, White Cone, Az","Holbrook","AZ",86025
"1774",17025422,"gadii ahi (to koi)","library","Indian Sr-57","Shiprock","NM",87420
"1775",17025427,"sawmill","library","Indian Rte 7","Sawmill","AZ",86504
"1776",17025430,"hardrock","library","17 Miles N. Of Hopi Culture Center Hwy 264","Kykotsmovi","AZ",86039
"1777",17025436,"shonto","library","Indian Rte 221","Shonto","AZ",86054
"1778",17027337,"to nanees dizi","library","220 Main Street","Tuba City","AZ",86045
"1779",17026995,"te-moak south fork tribal library","library","21 Lee Unit 13","Spring Creek","NV",89815
"1780",121465,"maine state library","library","64 State House Station","Augusta","ME",4333
"1781",17023720,"charleston library","library","165 Bricktown Way","Staten Island","NY",10309
"1782",17027766,"sharlot hall museum","library","415 Gurley St","Prescott","AZ",96301
"1783",16070660,"illinois heartland library system-champaign","library","1704 Interstate Dr","Champaign","IL",61822
"1784",17028828,"south huntsville","library","7901l Bailey Cove Rd Se","Huntsville","AL",35802
"1785",138234,"elkhorn public library","library","2100 Reading Plaza","Elkhorn","NE",68022
"1786",16058516,"biblioteca satelite de ceiba sur","library","Carr 189 Barrio Ceiba Sur","Juncas","PR",777
"1787",16066762,"isl data center","library","401 N Shadeland Ave","Indianapolis","IN",46219
"1788",16074234,"reaching across illinois library system","library","715 Sabrina Dr","East Peoria","IL",61611
"1789",16076069,"centro de recurso de appendizaje de fajardo","library","267 Calle Genreal Falero","Fajardo","PR",738
"1790",16088,"arkport public library","library","2 East Avenue","Arkport","NY",14807
"1791",17009907,"biblioteca electronica de anasco - main branch","library","17 Calle San Antonio","Anasco","PR",610
"1792",17018964,"tennessee state library and archives","library","1001 Rep John Lewis Way N","Nashville","TN",37219
"1793",17023853,"upper east side branch","library","2536 East Main Street","Bridgeport","CT",6610
"1794",17025873,"david cargo library at villanueva - el valle community center","library","11 Los Pueblos Road","Villanueva","NM",87583
"1795",17026683,"te-moak elko tribal library","library","525 Sunset Street","Elko","NV",89801
"1796",17026994,"te-moak wells band tribal library","library","2012 Doza St","Wells","NV",89835
"1797",17027452,"community learning center","library","300 S. Michigan St.","South Bend","IN",46601
"1798",17029280,"red por los derechos de la niñez y la juventud de puerto rico","library","Carr. 185 Km 19 Hm7","Juncos","PR",777
"1799",17029318,"lakeshore facility","non-instructional facility (nif)","325 Superior Ave","Cleveland","OH",44114
"1800",17029687,"iowa genealogical society","library","628 E Grand Ave","Des Moines","IA",50309
"1801",17030115,"laketon township","library","991 W Giles Rd","Muskegon","MI",49445
"1802",17030178,"new library in montgomery","library","100 Headquarters Park Drive","Skillman,","NJ",8558
"1803",17030235,"west henderson library","library","3243 Bicentennial Pkwy","Henderson","NV",89044
"1804",17030478,"west side branch library","library","245 Selleck Street","Stamford","CT",6902
"1805",17030663,"esenciart performance corp.","library","Pr-21 Km-3 Calle San Jacinto #4","San Juan","PR",921
"1806",17031211,"12 point branch library","library","2200 N 13th St","Terre Haute","IN",47804
"1807",133018,"south central library system","library","4610 South Biltmore Lane, Suite 101","Madison","WI",53718
"1808",17024479,"w. anne gibson-esmond station library","library","10931 E Mary Ann Cleveland Way","Tucson","AZ",85747
"1809",17028038,"centro tecnologico  icdc san juan","library","Ave. Fernández Juncos #1812 Pda. 26","San Juan","PR",909
"1810",145636,"elim community library","library","Po Box 39050","Elim","AK",99739
"1811",17029905,"green hills","library","8581 N Green Hills Rd","Kansas City","MO",64154
"1812",17032097,"lynn beckwith, jr. administrative building","non-instructional facility (nif)","1412 S. Spoede Road","St. Louis","MO",63131
"1813",17032152,"pineville library","library","505 Main St","Pineville","NC",28134
"1814",17030980,"the collier center (central library)","library","387 E Main St","Inez","KY",41224
"1815",17013807,"biblioteca electrónica quebradillas","library","Ave Pr 900,","Yabucoa","PR",767
"1816",17029752,"hawks prairie branch","library","82056 Martin Way E","Lacey","WA",98516
"1817",17031595,"biblioteca electrónica educarte","library","Esquina Reverón","Yabucoa","PR",767
"1818",17014511,"new yakima county public library location","library","Not Yet Built","Union Gap","WA",98903
"1819",17030721,"centro comunitario inés j. figueroa, inc.","library","Lomas Verdes Avenue Km 5.4","San Juan","PR",921
"1820",17031578,"biblioteca electronica bo. quebrada grande","library","Bo. Quebrada Grande Carr.","Mayaguez","PR",681
"1821",17014192,"biblioteca electrónica escuela josé de diego","library","Carr. Pr-113 Km. 16.5 Int. Bo.","San Antonio Quebradillas","PR",678
"1822",17032181,"minto tribal library","library","205 Lakeview Drive, Suite 1","Minto","AK",99758
"1823",125105,"south central regional library council","library","1300 Dryden Rd","Ithaca","NY",14850
"1824",129939,"the piqua public library","library","124 W Greene St","Piqua","OH",45356
"1825",17031522,"the library company of philadelphia","library","1314 Locust St","Philadelphia","PA",19107
"1826",17029839,"sadie peterson delaney branch library","library","29 N Hamilton St","Poughkeepsie","NY",12601
"1827",17031592,"community center branch","library","1812 Nw 21st Ave","Ocala","FL",34475
"1828",17025236,"biblioteca comunal de maricao","library","Carr 677 Km. 1.5 Barrio Maricao","Vega Alta","PR",692
"1829",17032041,"la biblioteca digital comunitaria de bajuras","library","Po Box 1390","Vega Alta","PR",692
"1830",17032376,"new castle southern library","library","204 E Main St","Middletown","DE",19709
"1831",17029352,"national society for hebrew day schools","library","620 Foster Ave","Brooklyn","NY",11230
"1832",17032287,"aleut community of st. paul island government","library","2050 Venia Minor Rd","St. Paul Island","AK",99660
"1833",17031513,"medford branch","library","Horseblock Rd","Medford","NY",11763
"1834",17031519,"mastic beach branch","library","369 Neighborhood Rd","Mastic Beach","NY",11951
"1835",17031520,"moriches branch","library","201 Montauk Highway","Moriches","NY",11955
"1836",17024969,"long valley branch library","library","44960 North Highway 101","Laytonville","CA",95454
"1837",16083432,"los olivos library","library","2374 Alamo Pintado Avenue","Los Olivos","CA",93441
"1838",16083436,"santa ynez library","library","3598 Sagunto St","Santa Ynez","CA",93460
"1839",17024492,"duckwater shoshone library","library","509 Duckwater Falls","Duckwater","NV",89314
"1840",17030204,"bainum public library","library","128 East Broadway","Glenwood Ar","AR",71943
"1841",109070,"mulford-marina branch library","library","13699 Aurora Dr","San Leandro","CA",94577
"1842",109084,"south branch library","library","14799 E 14th St","San Leandro","CA",94578
"1843",109087,"manor branch library","library","1241 Manor Blvd","San Leandro","CA",94579
"1844",144220,"san leandro community library","library","300 Estudillo Ave","San Leandro","CA",94577
"1845",17031019,"northgate branch library","library","5800 Northgate Mall","Suite #81 Unit #731-149","CA",94903
"1846",17025325,"birdsprings (tsidii toii)","library","Indian Rte 6814 & Indian Rte 15","Leupp","AZ",86035
"1847",17025334,"chilchinbeto","library","24 Miles Southeast Of Kayenta On Navajo Route 59","Kayenta","AZ",86033
"1848",17025362,"kaibeto (kai bii to)","library","Kaibeto/Kai' Bii To Chapter House","Kaibeto","AZ",86053
"1849",17025393,"mexican springs","library","Navajo Rte 30","Mexican Springs","NM",87325
"1850",17025395,"mexican water","library","5058 Indian Rte","Mexican Water","AZ",86514
"1851",17031779,"northeast branch library","library","1461 Ronald E. Mcnair Way","Stockton","CA",95210
"1852",16059712,"biblioteca electronica mar y sol","library","Carretera 102 Avenida Jose Gonzalez","Mayaguez","PR",682
"1853",16080058,"centro tec. parcelas stella","library","Calle 8 Buzon 2771, Parcelas Stella, Rincon","Rincon","PR",677
"1854",17014376,"centro tecnologico puente blanco","library","Calle Principal 212","Puente Blanco Cataño","PR",962
"1855",17014580,"centro tec. las flores","library","Carr. 4439, Calle Azucena, Bo.Tablonal, Aguada","Aguada","PR",703
"1856",17014582,"centro tec. caguitas centro","library","Carr. 156, Ramal 777, Calle Del Lago, Aguas Buenas","Aguas Buenas","PR",703
"1857",17014583,"centro tec. jagueyes","library","Carr 797, En El Centro Comunal, Jagueyes, Aguas Buenas","Aguas Buenas","PR",703
"1858",17014584,"centro tec. bayamoncito","library","Carr. 156, Int. 765, Aguas Buenas - Antigua Escuela De La Comunidad","Aguas Buenas","PR",703
