"","FSCSKEY","FSCS_SEQ","LIBNAME","STABR","ADDRESS","POPU_LSA","POP_CATEGORY","ros_entity_number","ros_entity_name"
"13318","OR0063",6,"CAPITOL HILL LIBRARY","OR","10723 SW CAPITOL HWY",821730,"100Kover",NA,NA
"13319","OR0063",7,"GREGORY HEIGHTS LIBRARY","OR","7921 NE SANDY BLVD",821730,"100Kover",NA,NA
"13320","OR0063",8,"GRESHAM LIBRARY","OR","385 NW MILLER AVE",821730,"100Kover",NA,NA
"13321","OR0063",9,"HILLSDALE LIBRARY","OR","1525 SW SUNSET BLVD",821730,"100Kover",NA,NA
"13322","OR0063",10,"HOLGATE LIBRARY","OR","7905 SE HOLGATE BLVD",821730,"100Kover",NA,NA
"13323","OR0063",11,"HOLLYWOOD LIBRARY","OR","4040 NE TILLAMOOK ST",821730,"100Kover",NA,NA
"13324","OR0063",12,"MIDLAND LIBRARY","OR","805 SE 122ND AVE",821730,"100Kover",NA,NA
"13325","OR0063",13,"NORTH PORTLAND LIBRARY","OR","512 N KILLINGSWORTH ST",821730,"100Kover",NA,NA
"13326","OR0063",14,"ROCKWOOD LIBRARY","OR","17917 SE STARK ST",821730,"100Kover",NA,NA
"13327","OR0063",15,"SELLWOOD-MORELAND LIBRARY","OR","7860 SE 13TH AVE",821730,"100Kover",NA,NA
"13328","OR0063",16,"ST. JOHNS LIBRARY","OR","7510 N CHARLESTON AVE",821730,"100Kover",NA,NA
"13329","OR0063",17,"WOODSTOCK LIBRARY","OR","6008 SE 49TH AVE",821730,"100Kover",NA,NA
"13330","OR0063",20,"FAIRVIEW-COLUMBIA LIBRARY","OR","1520 NE VILLAGE ST",821730,"100Kover",NA,NA
"13331","OR0063",21,"NORTHWEST LIBRARY","OR","2300 NW THURMAN ST",821730,"100Kover",NA,NA
"13332","OR0063",22,"KENTON LIBRARY","OR","8226 N DENVER AVE",821730,"100Kover",NA,NA
"13333","OR0063",23,"TROUTDALE LIBRARY","OR","2451 SW CHERRY PARK RD.",821730,"100Kover",NA,NA
"13334","OR0064",2,"HAZEL M. LEWIS LIBRARY","OR","511 3RD AVE",836,"Under5k",NA,NA
"13335","OR0065",2,"CROOK COUNTY LIBRARY","OR","175 NW MEADOW LAKES DR",23440,"5to25K",NA,NA
"13336","OR0066",2,"RAINIER CITY LIBRARY","OR","106 B ST",1940,"Under5k",NA,NA
"13337","OR0069",2,"SALEM PUBLIC LIBRARY","OR","1400 BROADWAY ST NE",167400,"100Kover",NA,NA
"13338","OR0069",4,"WEST SALEM BRANCH LIBRARY","OR","395 GLEN CREEK ROAD NW",167400,"100Kover",NA,NA
"13339","OR0070",1,"CHEMEKETA COOPERATIVE REGIONAL LIBRARY SERVICE","OR","4000 LANCASTER DR NE",200411,"100Kover",NA,NA
"13340","OR0071",2,"SANDY PUBLIC LIBRARY","OR","38980 PROCTOR BLVD",33335,"25to50K",NA,NA
"13341","OR0071",3,"HOODLAND BRANCH LIBRARY","OR","24525 E WELCHES RD",33335,"25to50K",NA,NA
"13342","OR0072",2,"SCAPPOOSE PUBLIC LIBRARY","OR","52469 SE 2ND ST",12848,"5to25K",NA,NA
"13343","OR0073",2,"SCIO PUBLIC LIBRARY","OR","38957 NW 1ST",930,"Under5k",NA,NA
"13344","OR0074",2,"SEASIDE PUBLIC LIBRARY","OR","1131 BROADWAY",6585,"5to25K",NA,NA
"13345","OR0075",2,"SHERIDAN PUBLIC LIBRARY","OR","142 NW YAMHILL",6205,"5to25K",NA,NA
"13346","OR0078",2,"SILVER FALLS LIBRARY DISTRICT","OR","410 S WATER ST",20606,"5to25K",NA,NA
"13347","OR0079",2,"SPRINGFIELD PUBLIC LIBRARY","OR","225 5TH ST",61355,"50to100K",NA,NA
"13348","OR0080",2,"BEAVERTON CITY LIBRARY","OR","12375 SW 5TH ST",149392,"100Kover",NA,NA
"13349","OR0080",3,"BEAVERTON CITY LIBRARY AT MURRAY SCHOLLS","OR","11200 SW MURRAY SCHOLLS PL, STE 102",149392,"100Kover",NA,NA
"13350","OR0081",2,"ST. HELENS PUBLIC LIBRARY","OR","375 S 18TH ST, STE A",13410,"5to25K",NA,NA
"13351","OR0082",2,"STANFIELD PUBLIC LIBRARY","OR","180 WEST COE AVE",3187,"Under5k",NA,NA
"13352","OR0083",2,"STAYTON PUBLIC LIBRARY","OR","515 N FIRST AVE",7870,"5to25K",NA,NA
"13353","OR0084",2,"SWEET HOME PUBLIC LIBRARY","OR","1101 13TH AVE",9340,"5to25K",NA,NA
"13354","OR0085",2,"THE DALLES-WASCO COUNTY LIBRARY","OR","722 COURT ST",22835,"5to25K",NA,NA
"13355","OR0086",2,"TIGARD PUBLIC LIBRARY","OR","13500 SW HALL BLVD",65977,"50to100K",NA,NA
"13356","OR0087",2,"TILLAMOOK COUNTY LIBRARY","OR","1716 THIRD ST",26500,"25to50K",NA,NA
"13357","OR0087",4,"BAY CITY BRANCH LIBRARY","OR","5525 B ST",26500,"25to50K",NA,NA
"13358","OR0087",5,"GARIBALDI BRANCH LIBRARY","OR","107 6TH ST",26500,"25to50K",NA,NA
"13359","OR0087",6,"MANZANITA BRANCH LIBRARY","OR","571 LANEDA",26500,"25to50K",NA,NA
"13360","OR0087",7,"PACIFIC CITY BRANCH LIBRARY","OR","6500 CAMP ST",26500,"25to50K",NA,NA
"13361","OR0087",8,"ROCKAWAY BRANCH LIBRARY","OR","120 N CORAL",26500,"25to50K",NA,NA
"13362","OR0087",9,"TILLAMOOK COUNTY LIBRARY BOOKMOBILE","OR","1716 THIRD ST",26500,"25to50K",NA,NA
"13363","OR0088",2,"TOLEDO PUBLIC LIBRARY","OR","173 NW 7TH ST",5728,"5to25K",NA,NA
"13364","OR0090",2,"TUALATIN PUBLIC LIBRARY","OR","18878 SW MARTINAZZI AVE",32814,"25to50K",NA,NA
"13365","OR0091",3,"LA PINE LIBRARY","OR","16425 1ST ST",193000,"100Kover",NA,NA
"13366","OR0091",4,"REDMOND LIBRARY","OR","827 SW DESCHUTES AVE",193000,"100Kover",NA,NA
"13367","OR0091",5,"SISTERS LIBRARY","OR","110 N CEDAR ST",193000,"100Kover",NA,NA
"13368","OR0091",6,"DOWNTOWN BEND LIBRARY","OR","601 NW WALL ST",193000,"100Kover",NA,NA
"13369","OR0091",7,"SUNRIVER LIBRARY","OR","56855 VENTURE LANE",193000,"100Kover",NA,NA
"13370","OR0091",10,"EAST BEND LIBRARY","OR","62080 DEAN SWIFT RD.",193000,"100Kover",NA,NA
"13371","OR0092",2,"UMATILLA PUBLIC LIBRARY","OR","700 6TH ST",10604,"5to25K",NA,NA
"13372","OR0093",2,"UNION CARNEGIE PUBLIC LIBRARY","OR","182 N MAIN ST",3596,"Under5k",NA,NA
"13373","OR0094",2,"EMMA HUMPHREY LIBRARY","OR","150 A ST E",1875,"Under5k",NA,NA
"13374","OR0095",2,"FERN RIDGE LIBRARY DISTRICT","OR","88026 TERRITORIAL RD",13722,"5to25K",NA,NA
"13375","OR0096",2,"VERNONIA PUBLIC LIBRARY","OR","701 WEED AVE",2095,"Under5k",NA,NA
"13376","OR0097",2,"WALDPORT PUBLIC LIBRARY","OR","460 HEMLOCK",5662,"5to25K",NA,NA
"13377","OR0098",2,"WALLOWA PUBLIC LIBRARY","OR","201 EAST 1ST ST",840,"Under5k",NA,NA
"13378","OR0099",2,"WEST LINN PUBLIC LIBRARY","OR","1595 BURNS ST",30213,"25to50K",NA,NA
"13379","OR0100",2,"WESTON PUBLIC LIBRARY","OR","108 E MAIN ST",979,"Under5k",NA,NA
"13380","OR0101",2,"WILLAMINA PUBLIC LIBRARY","OR","382 NE C ST",2250,"Under5k",NA,NA
"13381","OR0103",2,"WILSONVILLE PUBLIC LIBRARY","OR","8200 SW WILSONVILLE RD",28620,"25to50K",NA,NA
"13382","OR0104",2,"WOODBURN PUBLIC LIBRARY","OR","280 GARFIELD ST",25135,"25to50K",NA,NA
"13383","OR0105",2,"YACHATS PUBLIC LIBRARY","OR","560 W 7TH",760,"Under5k",NA,NA
"13384","OR0106",2,"ALBANY PUBLIC LIBRARY","OR","2450 14TH AVENUE SE",54120,"50to100K",17002292,"Albany Library-Main"
"13385","OR0106",4,"ALBANY CARNEGIE LIBRARY","OR","302 FERRY STREET SW",54120,"50to100K",113745,"Albany Downtown Carnegie Lib"
"13386","OR0107",2,"CHETCO COMMUNITY PUBLIC LIBRARY","OR","405 ALDER ST",14375,"5to25K",144987,"Chetco Community Library"
"13387","OR0108",2,"BROWNSVILLE COMMUNITY LIBRARY","OR","146 SPAULDING",1720,"Under5k",NA,NA
"13388","OR0109",2,"HARNEY COUNTY LIBRARY","OR","80 WEST D ST",7360,"5to25K",145076,"Harney County Library"
"13389","OR0110",2,"CANBY PUBLIC LIBRARY","OR","220 NE 2ND AVE",25116,"25to50K",NA,NA
"13390","OR0112",2,"CLATSKANIE LIBRARY DISTRICT","OR","11 LILLICH ST",6186,"5to25K",NA,NA
"13391","OR0113",2,"GILLIAM COUNTY LIBRARY","OR","134 S MAIN",1375,"Under5k",NA,NA
"13392","OR0114",2,"COOS BAY PUBLIC LIBRARY","OR","525 ANDERSON",27992,"25to50K",NA,NA
"13393","OR0115",2,"COOS COUNTY LIBRARY SERVICE DISTRICT","OR","525 ANDERSON AVE.",63290,"50to100K",NA,NA
"13394","OR0116",2,"COQUILLE PUBLIC LIBRARY","OR","105 N BIRCH ST",4576,"Under5k",NA,NA
"13395","OR0117",2,"WASHINGTON COUNTY COOPERATIVE LIBRARY SERVICES","OR","111 NE LINCOLN ST., MS# 58",613410,"100Kover",NA,NA
"13396","OR0118",2,"CORNELIUS PUBLIC LIBRARY","OR","1370 N ADAIR ST",16084,"5to25K",NA,NA
"13397","OR0119",2,"CORVALLIS-BENTON COUNTY PUBLIC LIBRARY","OR","645 NW MONROE AVE",86105,"50to100K",NA,NA
"13398","OR0119",3,"CORVALLIS-BENTON COUNTY LIBRARY BOOKMOBILE","OR","645 NW MONROE AVE",86105,"50to100K",NA,NA
"13399","OR0119",5,"ALSEA COMMUNITY LIBRARY","OR","19192 ALSEA HWY",86105,"50to100K",NA,NA
"13400","OR0119",6,"MONROE COMMUNITY LIBRARY","OR","380 NORTH 5TH STREET",86105,"50to100K",NA,NA
"13401","OR0119",8,"PHILOMATH COMMUNITY LIBRARY","OR","1050 APPLEGATE STREET",86105,"50to100K",NA,NA
"13402","OR0120",2,"COTTAGE GROVE PUBLIC LIBRARY","OR","700 E GIBBS AVE",10140,"5to25K",NA,NA
"13403","OR0121",2,"DALLAS PUBLIC LIBRARY","OR","950 MAIN ST",16260,"5to25K",NA,NA
"13404","OR0122",2,"MARY GILKEY PUBLIC LIBRARY","OR","416 FERRY ST",2740,"Under5k",NA,NA
"13405","OR0123",2,"DUFUR SCHOOL/COMMUNITY LIBRARY","OR","802 NE FIFTH ST",1753,"Under5k",NA,NA
"13406","OR0124",2,"ECHO PUBLIC LIBRARY","OR","20 S. BONANZA",1008,"Under5k",NA,NA
"13407","OR0125",2,"ELGIN PUBLIC LIBRARY","OR","1699 DIVISION ST",2867,"Under5k",NA,NA
"13408","OR0128",2,"CEDAR MILL COMMUNITY LIBRARY","OR","1080 NW SALTZMAN RD",81906,"50to100K",NA,NA
"13409","OR0128",3,"BETHANY BRANCH","OR","15325 NW CENTRAL DRIVE STE J8",81906,"50to100K",NA,NA
"13410","OR0129",7,"CLACKAMAS COUNTY LIBRARY","OR","16201 SE MCLOUGHLIN BLVD",31885,"25to50K",NA,NA
"13411","OR0130",2,"UKIAH PUBLIC LIBRARY","OR","201 HILL ST",334,"Under5k",NA,NA
"13412","OR0132",2,"ENTERPRISE CITY LIBRARY","OR","101 NE FIRST ST",1985,"Under5k",NA,NA
"13413","OR0133",2,"SHERWOOD PUBLIC LIBRARY","OR","22560 SW PINE ST",24936,"5to25K",NA,NA
"13414","OR0134",2,"LINCOLN COUNTY LIBRARY DISTRICT","OR","141 NW 11TH ST",26310,"25to50K",NA,NA
"13415","OR0135",2,"HEPPNER BRANCH LIBRARY","OR","444 N MAIN ST",10866,"5to25K",NA,NA
"13416","OR0135",3,"OREGON TRAIL LIBRARY DISTRICT","OR","200 S MAIN",10866,"5to25K",NA,NA
"13417","OR0135",4,"IRRIGON BRANCH LIBRARY","OR","490 NORTH MAIN AVE.",10866,"5to25K",NA,NA
"13418","OR0137",2,"WARRENTON COMMUNITY LIBRARY","OR","160 S. MAIN AVE.",5320,"5to25K",NA,NA
"13419","OR0138",2,"BANKS PUBLIC LIBRARY","OR","42461 NW MARKET STREET",6533,"5to25K",NA,NA
"13420","OR0139",2,"GARDEN HOME COMMUNITY LIBRARY","OR","7475 SW OLESON RD",5604,"5to25K",NA,NA
"13421","OR0140",1,"LANE LIBRARY DISTRICT","OR","64 W. OREGON AVE.",9977,"5to25K",NA,NA
"13422","OR0141",1,"NORTH PLAINS PUBLIC LIBRARY","OR","31334 NW COMMERCIAL ST.",5177,"5to25K",NA,NA
"13423","OR0142",1,"SPRAY PUBLIC/SCHOOL LIBRARY","OR","303 PARK AVE.",414,"Under5k",NA,NA
"13424","OR0143",1,"LOWELL PUBLIC LIBRARY","OR","107 E. 3RD ST.",1090,"Under5k",NA,NA
"13425","OR0144",1,"HOOD RIVER COUNTY LIBRARY DISTRICT","OR","502 STATE ST",25480,"25to50K",NA,NA
"13426","OR0144",2,"CASCADE LOCKS LIBRARY","OR","140 SE WA-NA-PA ST",25480,"25to50K",NA,NA
"13427","OR0144",3,"PARKDALE LIBRARY","OR","7300 CLEAR CREEK RD",25480,"25to50K",NA,NA
"13428","OR0145",1,"IONE LIBRARY DISTRICT","OR","385 WEST 2ND ST",879,"Under5k",NA,NA
"13429","OR9003",1,"SHERMAN COUNTY PUBLIC/SCHOOL LIBRARY","OR","65912 HIGH SCHOOL LOOP",1770,"Under5k",NA,NA
"13430","OR9005",1,"NORTH POWDER CITY LIBRARY","OR","290 E ST",737,"Under5k",NA,NA
"13431","OR9007",1,"HALSEY CITY LIBRARY","OR","773 W 1ST STREET",940,"Under5k",NA,NA
"13432","OR9008",1,"HAPPY VALLEY PUBLIC LIBRARY","OR","13793 SE SIEBEN PARK WAY",60618,"50to100K",NA,NA
"13433","OR9009",1,"WASCO COUNTY LIBRARY SERVICE DISTRICT","OR","511 WASHINGTON ST.",26720,"25to50K",NA,NA
"13434","OR9010",1,"ALOHA COMMUNITY LIBRARY","OR","17455 SW FARMINGTON RD, SUITE 26A",21826,"5to25K",NA,NA
"13435","OR9011",1,"C. GILES HUNT MEMORIAL LIBRARY","OR","210 E CENTRAL AVE",8235,"5to25K",NA,NA
"13436","OR9012",1,"LOWER UMPQUA LIBRARY DISTRICT","OR","395 WINCHESTER AVE",6794,"5to25K",NA,NA
"13437","OR9013",1,"NORTH DOUGLAS LIBRARY DISTRICT","OR","205 WEST A AVE",2754,"Under5k",NA,NA
"13438","OR9014",1,"ROSEBURG PUBLIC LIBRARY","OR","1409 NE DIAMOND LAKE BLVD, STE. 100",24890,"5to25K",NA,NA
"13439","OR9015",1,"OAKLAND PUBLIC LIBRARY","OR","637 NE LOCUST ST",965,"Under5k",NA,NA
"13440","OR9016",1,"YONCALLA PUBLIC LIBRARY","OR","194 BIRCH ST",1070,"Under5k",NA,NA
"13441","OR9017",1,"SILETZ PUBLIC LIBRARY","OR","255 S. GAITHER",3009,"Under5k",NA,NA
"13442","OR9018",1,"WEST SLOPE COMMUNITY LIBRARY","OR","3678 SW 78TH AVE.",14437,"5to25K",NA,NA
"13443","PA0001",2,"BROWNSVILLE FREE PUBLIC LIBRARY","PA","100 SENECA ST",15055,"5to25K",125317,"Brownsville Free Pub Library"
"13444","PA0002",2,"CARNEGIE FREE LIBRARY","PA","299 S PITTSBURGH ST",34479,"25to50K",NA,NA
"13445","PA0003",2,"GERMAN MASONTOWN PUB LIBRARY","PA","104 S. MAIN STREET",10352,"5to25K",NA,NA
"13446","PA0005",2,"UNIONTOWN PUBLIC LIBRARY","PA","24 JEFFERSON ST",10372,"5to25K",125315,"Uniontown Public Library"
"13447","PA0006",2,"FLENNIKEN PUBLIC LIBRARY","PA","102 EAST GEORGE ST",12218,"5to25K",125298,"Flenniken Memorial Library"
"13448","PA0007",2,"EVA K BOWLBY PUBLIC LIBRARY","PA","311 NORTH WEST ST",26468,"25to50K",125309,"Eva K Bowlby Public Library"
"13449","PA0008",2,"BENTLEYVILLE PUBLIC LIBRARY","PA","931 MAIN ST",8553,"5to25K",NA,NA
"13450","PA0009",2,"CALIFORNIA AREA PUBLIC LIBRARY","PA","100 WOOD STREET",10640,"5to25K",NA,NA
"13451","PA0010",2,"FRANK SARRIS PUBLIC LIBRARY","PA","35 N JEFFERSON AVE",33671,"25to50K",125295,"Frank Sarris Public Library"
"13452","PA0011",2,"JOHN K TENER LIBRARY","PA","638 FALLOWFIELD AVE",12024,"5to25K",NA,NA
"13453","PA0012",2,"DONORA PUBLIC LIBRARY","PA","510 MELDON AVE",9727,"5to25K",125163,"Donora Public Library"
"13454","PA0013",2,"CITIZENS LIBRARY","PA","55 SOUTH COLLEGE ST",54719,"50to100K",125286,"Citizens Library"
"13455","PA0014",2,"FREDERICKTOWN AREA PUBLIC LIBRARY","PA","38 WATER ST.",6805,"5to25K",125301,"Fredericktown Area Pub Library"
"13456","PA0015",2,"CHARTIERS-HOUSTON COM LIBRARY","PA","730 WEST GRANT ST",9114,"5to25K",125305,"Chartiers-Houston Comm Library"
"13457","PA0016",2,"MARIANNA COMMUNITY PUBLIC LIB","PA","247 JEFFERSON AVENUE",1954,"Under5k",NA,NA
"13458","PA0017",2,"HERITAGE PUBLIC LIBRARY","PA","52 FOURTH ST",8508,"5to25K",125171,"Heritage Public Library"
"13459","PA0018",2,"MONONGAHELA AREA LIBRARY","PA","813 WEST MAIN ST",16375,"5to25K",125185,"Monongahela Area Library"
"13460","PA0019",2,"PETERS TOWNSHIP PUBLIC LIBRARY","PA","616 EAST MCMURRAY RD",21213,"5to25K",NA,NA
"13461","PA0020",2,"AVELLA AREA LIBRARY CENTER","PA","11 SCHOOL COURT",4209,"Under5k",125289,"Avella Area Public Library"
"13462","PA0021",2,"AVALON PUBLIC LIBRARY","PA","317 SOUTH HOME AVE.",4705,"Under5k",NA,NA
"13463","PA0022",2,"BALDWIN BOROUGH PUBLIC LIBRARY","PA","5230 WOLFE DR",19767,"5to25K",NA,NA
"13464","PA0024",2,"BETHEL PARK PUBLIC LIBRARY","PA","5100 WEST LIBRARY AVE",32313,"25to50K",NA,NA
"13465","PA0025",2,"BRIDGEVILLE PUBLIC LIBRARY","PA","505 MCMILLEN ST",5148,"5to25K",NA,NA
"13466","PA0026",2,"ANDREW CARNEGIE FREE LIBRARY","PA","300 BEECHWOOD AVE",7972,"5to25K",NA,NA
"13467","PA0027",2,"CLAIRTON PUBLIC LIBRARY","PA","616 MILLER AVE",6796,"5to25K",NA,NA
"13468","PA0028",2,"CORAOPOLIS MEMORIAL LIBRARY","PA","601 SCHOOL ST",6761,"5to25K",NA,NA
"13469","PA0029",2,"CRAFTON PUBLIC LIBRARY","PA","140 BRADFORD AVE",5951,"5to25K",NA,NA
"13470","PA0030",2,"DORMONT PUBLIC LIBRARY","PA","2950 WEST LIBERTY AVE",8593,"5to25K",NA,NA
"13471","PA0031",2,"C C MELLOR MEMORIAL LIBRARY","PA","ONE PENNWOOD AVE",20884,"5to25K",NA,NA
"13472","PA0031",3,"FOREST HILLS BRANCH","PA","444 AVENUE D",20884,"5to25K",NA,NA
"13473","PA0032",2,"GREEN TREE PUBLIC LIBRARY","PA","10 W MANILLA AVE",4432,"Under5k",NA,NA
"13474","PA0033",2,"JEFFERSON HILLS PUBLIC LIBRARY","PA","925 OLD CLAIRTON RD",10619,"5to25K",NA,NA
"13475","PA0034",2,"CARNEGIE LIBRARY OF MCKEESPORT","PA","1507 LIBRARY AVENUE",54956,"50to100K",NA,NA
"13476","PA0034",3,"WHITE OAK BRANCH","PA","169 VICTORIA DRIVE",54956,"50to100K",NA,NA
"13477","PA0034",5,"DUQUESNE BRANCH","PA","300 KENNEDY AVENUE",54956,"50to100K",NA,NA
"13478","PA0035",2,"MONROEVILLE PUBLIC LIBRARY","PA","4000 GATEWAY CAMPUS BLVD",31680,"25to50K",NA,NA
"13479","PA0036",2,"MOON TOWNSHIP PUBLIC LIBRARY","PA","1700 BEAVER GRADE RD, SUITE 100",24185,"5to25K",NA,NA
"13480","PA0037",2,"MOUNT LEBANON PUBLIC LIBRARY","PA","16 CASTLE SHANNON BLVD",33137,"25to50K",NA,NA
"13481","PA0038",2,"N VERSAILLES PUBLIC LIBRARY","PA","1401 GREENSBURG AVE",10229,"5to25K",NA,NA
"13482","PA0039",2,"OAKMONT CARNEGIE LIBRARY","PA","700 ALLEGHENY RIVER BLVD",8777,"5to25K",NA,NA
"13483","PA0040",2,"COOPER-SIEGEL COMMUNITY LIBRARY","PA","403 FOX CHAPEL RD",28727,"25to50K",NA,NA
"13484","PA0040",3,"SHARPSBURG BRANCH LIBRARY","PA","1212 MAIN STREET",28727,"25to50K",NA,NA
"13485","PA0041",2,"PENN HILLS LIBRARY","PA","1037 STOTLER ROAD",42329,"25to50K",NA,NA
"13486","PA0041",3,"LINCOLN PARK SATELLITE LIBRARY","PA","7300 RIDGEVIEW AVENUE",42329,"25to50K",NA,NA
"13487","PA0042",2,"CARNEGIE LIBRARY OF PITTSBURGH","PA","4400 FORBES AVENUE",399948,"100Kover",NA,NA
"13488","PA0042",3,"ALLEGHENY LIBRARY","PA","1230 FEDERAL STREET",399948,"100Kover",NA,NA
"13489","PA0042",4,"BEECHVIEW LIBRARY","PA","1910 BROADWAY AVENUE",399948,"100Kover",NA,NA
"13490","PA0042",5,"BROOKLINE LIBRARY","PA","708 BROOKLINE BOULEVARD",399948,"100Kover",NA,NA
"13491","PA0042",6,"CARRICK LIBRARY","PA","1811 BROWNSVILLE ROAD",399948,"100Kover",NA,NA
"13492","PA0042",7,"DOWNTOWN AND BUSINESS LIBRARY","PA","612 SMITHFIELD STREET",399948,"100Kover",NA,NA
"13493","PA0042",9,"HAZELWOOD LIBRARY","PA","4901 SECOND AVENUE",399948,"100Kover",NA,NA
"13494","PA0042",10,"HILL DISTRICT LIBRARY","PA","2177 CENTRE AVENUE",399948,"100Kover",NA,NA
"13495","PA0042",11,"HOMEWOOD LIBRARY","PA","7101 HAMILTON STREET",399948,"100Kover",NA,NA
"13496","PA0042",15,"MOUNT WASHINGTON LIBRARY","PA","315 GRANDVIEW AVENUE",399948,"100Kover",NA,NA
"13497","PA0042",16,"SHERADEN LIBRARY","PA","720 SHERWOOD AVENUE",399948,"100Kover",NA,NA
"13498","PA0042",17,"SOUTH SIDE LIBRARY","PA","2205 EAST CARSON ST.",399948,"100Kover",NA,NA
"13499","PA0042",18,"SQUIRREL HILL LIBRARY","PA","5801 FORBES AVENUE",399948,"100Kover",NA,NA
"13500","PA0042",19,"WEST END LIBRARY","PA","47 WABASH AVENUE",399948,"100Kover",NA,NA
"13501","PA0042",20,"WOODS RUN LIBRARY","PA","1201 WOODS RUN AVENUE",399948,"100Kover",NA,NA
"13502","PA0042",21,"LIBRARY FOR THE BLIND & PHYSICALLY HANDICAPPED","PA","4724 BAUM BLVD",399948,"100Kover",NA,NA
"13503","PA0042",25,"EAST LIBERTY LIBRARY","PA","130 SOUTH WHITFIELD STREET",399948,"100Kover",NA,NA
"13504","PA0042",26,"KNOXVILLE BRANCH LIBRARY","PA","400 BROWNSVILLE ROAD",399948,"100Kover",NA,NA
"13505","PA0042",27,"LAWRENCEVILLE LIBRARY","PA","279 FISK STREET",399948,"100Kover",NA,NA
"13506","PA0043",2,"NORTHERN TIER REGIONAL LIBRARY","PA","4015 DICKEY RD",22597,"5to25K",NA,NA
"13507","PA0044",2,"NORTHLAND PUBLIC LIBRARY AUTHORITY","PA","300 CUMBERLAND RD",81118,"50to100K",NA,NA
"13508","PA0045",2,"SHALER NORTH HILLS LIBRARY","PA","1822 MOUNT ROYAL BLVD",28757,"25to50K",NA,NA
"13509","PA0046",2,"SOUTH PARK TOWNSHIP LIBRARY","PA","2575 BROWNSVILLE RD",13416,"5to25K",NA,NA
"13510","PA0047",2,"SPRINGDALE FREE PUBLIC LIBRARY","PA","331 SCHOOL ST",9708,"5to25K",NA,NA
"13511","PA0048",2,"CARNEGIE FR LIB OF SWISSVALE","PA","1800 MONONGAHELA AVE",11105,"5to25K",NA,NA
"13512","PA0049",2,"UPPER ST CLAIR TWNSHP LIBRARY","PA","1820 MCLAUGHLIN RUN RD",19229,"5to25K",NA,NA
"13513","PA0050",2,"WILKINSBURG PUBLIC LIBRARY","PA","605 ROSS AVE",15930,"5to25K",NA,NA
"13514","PA0050",3,"EASTRIDGE BRANCH WILKINSBURG PUBLIC LIBRARY","PA","1900 GRAHAM BLVD REAR",15930,"5to25K",NA,NA
"13515","PA0051",2,"COMM LIBRARY OF CASTLE SHANNON","PA","3677 MYRTLE AVE",8316,"5to25K",NA,NA
"13516","PA0052",2,"PLEASANT HILLS PUBLIC LIBRARY","PA","302 OLD CLAIRTON RD",8268,"5to25K",NA,NA
"13517","PA0053",2,"SEWICKLEY PUBLIC LIBRARY","PA","500 THORN ST",13934,"5to25K",NA,NA
"13518","PA0055",56,"BUTLER AREA PUBLIC LIBRARY","PA","218 NORTH MCKEAN ST",31005,"25to50K",NA,NA
"13519","PA0057",2,"EVANS CITY PUBLIC LIBRARY","PA","204 S. JACKSON STREET",4758,"Under5k",NA,NA
"13520","PA0058",2,"MARS AREA PUBLIC LIBRARY","PA","107 GRAND AVE",19292,"5to25K",NA,NA
"13521","PA0059",2,"SAXONBURG AREA LIBRARY","PA","240 WEST MAIN ST",7924,"5to25K",NA,NA
"13522","PA0060",2,"ZELIENOPLE PUBLIC LIBRARY","PA","227 SOUTH HIGH ST",10891,"5to25K",NA,NA
"13523","PA0061",2,"F D CAMPBELL MEMORIAL LIBRARY","PA","209 HILLSVILLE RD.",8334,"5to25K",NA,NA
"13524","PA0062",2,"ELLWOOD CITY AREA PUB LIBRARY","PA","415 LAWRENCE AVE..",17581,"5to25K",NA,NA
"13525","PA0063",2,"NEW CASTLE PUBLIC LIBRARY","PA","207 EAST NORTH STREET",65825,"50to100K",125472,"New Castle Public Library"
"13526","PA0063",4,"LAWRENCE COUNTY BOOKMOBILE","PA","207 E NORTH ST",65825,"50to100K",NA,NA
"13527","PA0065",2,"GREENVILLE AREA PUBLIC LIBRARY","PA","330 MAIN ST",10631,"5to25K",125485,"Greenville Area Public Library"
"13528","PA0066",2,"GROVE CITY COMMUNITY LIBRARY","PA","125 WEST MAIN ST",15718,"5to25K",NA,NA
"13529","PA0067",2,"MERCER AREA LIBRARY","PA","110 E. VENANGO ST.",10752,"5to25K",NA,NA
"13530","PA0068",2,"COMMUNITY LIBRARY OF THE SHENANGO VALLEY","PA","11 N SHARPSVILLE AVE",35122,"25to50K",146650,"Community Library Of The Shenango Valley"
"13531","PA0068",3,"STEY NEVANT PUBLIC LIBRARY","PA","1000 ROEMER BLVD.",35122,"25to50K",NA,NA
"13532","PA0069",2,"CAMBRIDGE SPRINGS PUB LIBRARY ASSOCIATION","PA","158 MCCLELLAN ST",8459,"5to25K",NA,NA
"13533","PA0070",2,"MARGARET SHONTZ MEM LIBRARY","PA","145 SECOND ST",4191,"Under5k",NA,NA
"13534","PA0071",2,"JAMES A STONE MEMORIAL LIBRARY","PA","1101 MAIN STREET",3486,"Under5k",NA,NA
"13535","PA0072",2,"LINESVILLE COMMUNITY PUBLIC LIBRARY","PA","111 PENN STREET",5453,"5to25K",NA,NA
"13536","PA0073",2,"SAEGERTOWN AREA LIBRARY","PA","325 BROAD ST",4010,"Under5k",NA,NA
