"","FSCSKEY","FSCS_SEQ","LIBNAME","STABR","ADDRESS","POPU_LSA","POP_CATEGORY","ros_entity_number","ros_entity_name"
"13537","PA0074",2,"BENSON MEMORIAL LIBRARY, INC.","PA","213 NORTH FRANKLIN ST",14050,"5to25K",NA,NA
"13538","PA0076",2,"ALBION AREA PUBLIC LIBRARY","PA","111 EAST PEARL STREET",1516,"Under5k",NA,NA
"13539","PA0077",2,"CORRY PUBLIC LIBRARY","PA","117 W WASHINGTON ST.",11963,"5to25K",NA,NA
"13540","PA0080",2,"MCCORD MEMORIAL LIBRARY","PA","32 WEST MAIN STREET",10609,"5to25K",NA,NA
"13541","PA0081",2,"UNION CITY PUBLIC LIBRARY","PA","2 STRANAHAN ST.",6894,"5to25K",NA,NA
"13542","PA0082",2,"WATERFORD PUBLIC LIBRARY","PA","24 SOUTH PARK ROW",1517,"Under5k",NA,NA
"13543","PA0083",2,"SHEFFIELD TOWNSHIP LIBRARY","PA","20 LEATHER ST",2337,"Under5k",NA,NA
"13544","PA0084",2,"SUGAR GROVE FREE LIBRARY","PA","22 HARMON ST",5270,"5to25K",NA,NA
"13545","PA0085",2,"TIDIOUTE LIBRARY ASSOCIATION, INC.","PA","197 MAIN STREET",688,"Under5k",NA,NA
"13546","PA0086",2,"WARREN LIBRARY ASSOCIATION","PA","205 MARKET ST",28502,"25to50K",NA,NA
"13547","PA0087",2,"YOUNGSVILLE PUBLIC LIBRARY","PA","100 BROAD STREET",5018,"5to25K",NA,NA
"13548","PA0088",2,"CLARION FREE LIBRARY","PA","644 MAIN ST.",20821,"5to25K",NA,NA
"13549","PA0089",2,"FOXBURG FREE LIBRARY ASSOC","PA","31 MAIN STREET",5114,"5to25K",NA,NA
"13550","PA0090",2,"KNOX PUBLIC LIBRARY","PA","305 NORTH MAIN ST",7615,"5to25K",NA,NA
"13551","PA0091",2,"REDBANK VALLEY PUBLIC LIBRARY","PA","720 BROAD ST",7991,"5to25K",NA,NA
"13552","PA0092",2,"ECCLES LESHER MEMORIAL LIBRARY","PA","673 MAIN ST.",5319,"5to25K",NA,NA
"13553","PA0093",2,"DUBOIS PUBLIC LIBRARY","PA","31 S BRADY ST",18419,"5to25K",NA,NA
"13554","PA0095",2,"MENGLE MEMORIAL LIBRARY","PA","324 MAIN STREET",7799,"5to25K",NA,NA
"13555","PA0096",2,"REBECCA M ARTHURS MEM LIBRARY","PA","223 VALLEY ST",11456,"5to25K",NA,NA
"13556","PA0097",2,"PUNXSUTAWNEY MEMORIAL LIBRARY","PA","301 EAST MAHONING ST., SUITE 4",15760,"5to25K",NA,NA
"13557","PA0098",2,"REYNOLDSVILLE PUBLIC LIBRARY","PA","460 E. MAIN ST.",5381,"5to25K",NA,NA
"13558","PA0099",2,"SUMMERVILLE PUBLIC LIBRARY","PA","114 SECOND AVENUE",1831,"Under5k",NA,NA
"13559","PA0101",2,"OIL CITY LIBRARY","PA","2 CENTRAL AVE",39782,"25to50K",125526,"Oil City Library"
"13560","PA0101",3,"FRANKLIN PUBLIC LIBRARY","PA","421 12TH ST",39782,"25to50K",125530,"Franklin Public Library"
"13561","PA0101",4,"COOPERSTOWN PUBLIC LIBRARY","PA","182 N. MAIN STREET",39782,"25to50K",17576,"Cooperstown Public Library"
"13562","PA0103",2,"MURRYSVILLE COMMUNITY LIBRARY","PA","4130 SARDIS RD",28418,"25to50K",125377,"Murrysville Community Library"
"13563","PA0104",2,"GREENSBURG HEMPFIELD AREA LIB","PA","237 SOUTH PENNSYLVANIA AVENUE",75481,"50to100K",125351,"Greensburg Hempfield Area Library"
"13564","PA0104",3,"YOUNGWOOD AREA PUBLIC LIBRARY","PA","17 SOUTH SIXTH STREET",75481,"50to100K",125388,"Youngwood Area Public Library"
"13565","PA0106",2,"NORWIN PUB LIB ASSOC","PA","100 CARUTHERS LANE",35428,"25to50K",125364,"Norwin Public Library Association, Inc."
"13566","PA0107",2,"JEANNETTE PUBLIC LIBRARY","PA","500 MAGEE AVENUE",14384,"5to25K",125366,"Jeannette Public Library Assoc"
"13567","PA0108",2,"ADAMS MEMORIAL LIBRARY","PA","1112 LIGONIER ST",51544,"50to100K",125368,"Adams Memorial Library"
"13568","PA0108",3,"CALDWELL MEMORIAL LIBRARY","PA","982 NORTH CHESTNUT EXTENSION",51544,"50to100K",189030,"Caldwell Memorial Library"
"13569","PA0109",2,"LIGONIER VALLEY LIBRARY","PA","120 WEST MAIN ST",13482,"5to25K",125372,"Ligonier Valley Library"
"13570","PA0110",2,"MONESSEN PUBLIC LIBRARY","PA","326 DONNER AVENUE",16548,"5to25K",125183,"Monessen Public Library"
"13571","PA0111",2,"MT PLEASANT FR PUB LIB ASSOC","PA","120 S CHURCH ST",15365,"5to25K",125375,"Mt Pleasant Free Library"
"13572","PA0112",2,"NEW FLORENCE COMMUNITY LIBRARY","PA","122 LIGONIER STREET",2702,"Under5k",125444,"New Florence Community Library"
"13573","PA0113",2,"PEOPLES LIBRARY","PA","880 BARNES ST",42318,"25to50K",125190,"Peoples Library"
"13574","PA0113",3,"LOWER BURRELL BRANCH LIBRARY","PA","3052 WACHTER AVENUE",42318,"25to50K",16365,"Peoples Library Lower Burrell Branch"
"13575","PA0114",2,"BELLE VERNON PUBLIC LIBRARY","PA","505 SPEER ST",7562,"5to25K",125150,"Belle Vernon Public Library"
"13576","PA0116",2,"SCOTTDALE PUBLIC LIBRARY","PA","106 SPRING STREET",15199,"5to25K",125383,"Scottdale Public Library"
"13577","PA0118",2,"TRAFFORD COMMUNITY PUBLIC LIB","PA","416 BRINTON AVENUE",3174,"Under5k",125200,"Trafford Community Pub Library"
"13578","PA0119",2,"VANDERGRIFT PUB LIBRARY ASSOC","PA","128C WASHINGTON AVENUE",6688,"5to25K",125386,"Vandergrift Public Library"
"13579","PA0120",2,"BEDFORD CO FED LIB SYSTEM","PA","240 SOUTH WOOD STREET",29455,"25to50K",125338,"Bedford County  Library"
"13580","PA0120",121,"HYNDMAN-LONDONBERRY PUB LIB","PA","161 CLARENCE ST.",29455,"25to50K",NA,NA
"13581","PA0121",2,"EVERETT FREE LIBRARY","PA","137 EAST MAIN ST",13359,"5to25K",125342,"Everett Free Library"
"13582","PA0122",2,"SAXTON COMMUNITY LIBRARY","PA","315 FRONT ST",4182,"Under5k",NA,NA
"13583","PA0124",2,"BELLWOOD ANTIS PUBLIC LIBRARY","PA","526 MAIN ST",8327,"5to25K",125590,"Bellwood-Antis Public Library"
"13584","PA0125",2,"CLAYSBURG AREA PUB LIBRARY INC","PA","957 BEDFORD ST",6979,"5to25K",125592,"Claysburg Area Public Library"
"13585","PA0126",2,"MARTINSBURG COMMUNITY LIBRARY","PA","201 SOUTH WALNUT ST",5270,"5to25K",125605,"Martinsburg Community Library"
"13586","PA0127",2,"ROARING SPRING COMM LIBRARY","PA","320 EAST MAIN ST",6814,"5to25K",NA,NA
"13587","PA0128",2,"TYRONE-SNYDER TWNSHP PUB LIB","PA","1000 PENNSYLVANIA AVE.",9783,"5to25K",125613,"Tyrone-Snyder Public Library"
"13588","PA0129",2,"WILLIAMSBURG PUBLIC LIBRARY","PA","511 WEST 2ND ST",6184,"5to25K",NA,NA
"13589","PA0131",2,"CARROLLTOWN PUBLIC LIBRARY","PA","140 EAST CARROLL STREET",853,"Under5k",NA,NA
"13590","PA0132",2,"CRESSON PUBLIC LIBRARY","PA","231 LAUREL AVE",1711,"Under5k",NA,NA
"13591","PA0133",2,"EBENSBURG FREE PUBLIC LIBRARY","PA","225 W HIGHLAND AVE",3351,"Under5k",NA,NA
"13592","PA0134",2,"GALLITZIN PUBLIC LIBRARY","PA","411 CONVENT STREET",1668,"Under5k",NA,NA
"13593","PA0135",2,"HASTINGS PUBLIC LIBRARY","PA","312 BEAVER ST",1278,"Under5k",NA,NA
"13594","PA0136",2,"CAMBRIA COUNTY LIBRARY SYSTEM","PA","248 MAIN ST.",104316,"100Kover",125425,"Cambria County Library System"
"13595","PA0137",2,"LILLY WASHINGTON PUB LIBRARY","PA","520 CHURCH ST",968,"Under5k",NA,NA
"13596","PA0138",2,"NANTY GLO PUBLIC LIBRARY","PA","942 ROBERTS ST",2734,"Under5k",NA,NA
"13597","PA0139",2,"PATTON PUBLIC LIBRARY","PA","444 MAGEE AVENUE",1769,"Under5k",NA,NA
"13598","PA0140",2,"PORTAGE PUBLIC LIBRARY","PA","704 MAIN STREET",2638,"Under5k",NA,NA
"13599","PA0141",2,"HIGHLAND COMMUNITY LIBRARY","PA","330 SCHOOLHOUSE RD",15281,"5to25K",NA,NA
"13600","PA0142",2,"SOUTH FORK PUBLIC LIBRARY","PA","320 MAIN ST",928,"Under5k",NA,NA
"13601","PA0143",3,"NORTHERN CAMBRIA PUBLIC LIBRARY","PA","4200 CRAWFORD AVENUE",3835,"Under5k",NA,NA
"13602","PA0144",2,"BEAVERDALE PUBLIC LIBRARY","PA","506 JEFFERSON AVE",2467,"Under5k",NA,NA
"13603","PA0145",2,"MEYERSDALE PUBLIC LIBRARY","PA","210 CENTER",19008,"5to25K",125345,"Meyersdale Public Library"
"13604","PA0146",2,"SOMERSET COUNTY LIBRARY","PA","6022 GLADES PIKE, SUITE 120",39320,"25to50K",17004843,"Somerset County Library"
"13605","PA0146",8,"SOMERSET COUNTY LIBRARY CONEMAUGH BRANCH","PA","120 WHISTLER STREET",39320,"25to50K",16057493,"Somerset County Library- Conemaugh Branch"
"13606","PA0146",9,"SOMERSET COUNTY BOOKMOBILE","PA","6022 GLADES PIKE, SUITE 120",39320,"25to50K",16060740,"Somerset County Federated Library System Book Mobile"
"13607","PA0147",2,"MARY S BIESECKER PUB LIBRARY","PA","230 S ROSINA AVE",6277,"5to25K",125334,"Mary S Biesecker Public Lib"
"13608","PA0148",2,"WINDBER PUBLIC LIBRARY ASSOCIATION","PA","1909 GRAHAM AVE",13137,"5to25K",125449,"Windber Public Library Association"
"13609","PA0149",2,"BARBARA MOSCATO BROWN MEMORIAL LIBRARY","PA","27 WEST 4TH. STREET",5085,"5to25K",NA,NA
"13610","PA0150",2,"JOHNSONBURG PUBLIC LIBRARY","PA","520 MARKET ST",2483,"Under5k",NA,NA
"13611","PA0151",2,"RIDGWAY FREE PUBLIC LIBRARY","PA","329 CENTER ST",8286,"5to25K",125419,"Ridgway Free Public Library"
"13612","PA0152",2,"SAINT MARYS PUBLIC LIBRARY","PA","127 CENTER ST",13070,"5to25K",NA,NA
"13613","PA0153",2,"BRADFORD AREA PUBLIC LIBRARY","PA","67 W WASHINGTON ST",21133,"5to25K",125618,"Bradford Area Public Library"
"13614","PA0154",2,"FRIENDS MEMORIAL LIBRARY","PA","230 CHASE STREET",5380,"5to25K",NA,NA
"13615","PA0155",2,"MOUNT JEWETT MEMORIAL LIBRARY","PA","7 E. MAIN ST",1653,"Under5k",NA,NA
"13616","PA0156",2,"SAMUEL W SMITH MEM PUB LIBRARY","PA","201 E MAPLE ST",8436,"5to25K",NA,NA
"13617","PA0157",2,"HAMLIN MEMORIAL LIBRARY","PA","123 S MECHANIC ST",5400,"5to25K",125629,"Hamlin Memorial Library"
"13618","PA0159",2,"COUDERSPORT PUBLIC LIBRARY","PA","502 PARK AVE",23874,"5to25K",NA,NA
"13619","PA0160",2,"GALETON PUBLIC LIBRARY","PA","5 PARK LANE",1866,"Under5k",NA,NA
"13620","PA0161",2,"GENESEE AREA LIBRARY","PA","301 MAIN STREET",799,"Under5k",NA,NA
"13621","PA0162",2,"OSWAYO VALLEY MEMORIAL LIBRARY","PA","103 NORTH PLEASANT STREET",3514,"Under5k",NA,NA
"13622","PA0163",2,"ULYSSES LIBRARY","PA","401 NORTH MAIN ST",1256,"Under5k",NA,NA
"13623","PA0164",2,"CENTRE CO LIB & HIST MUSEUM","PA","203 NORTH ALLEGHENY ST",61894,"50to100K",125635,"Centre County Library"
"13624","PA0164",3,"CENTRE COUNTY LIBRARY BOOKMOBILE","PA","203 N. ALLEGHENY ST.",61894,"50to100K",16057693,"Centre County Library Bookmobile"
"13625","PA0164",5,"HOLT MEMORIAL LIBRARY","PA","17 N FRONT ST",61894,"50to100K",17964,"Holt Memorial Library"
"13626","PA0164",165,"CENTRE HALL AREA BRANCH LIBRARY","PA","109 W. BERYL STREET",61894,"50to100K",147544,"Centre Hall Area Branch Library"
"13627","PA0166",2,"SCHLOW CENTRE REGION LIBRARY","PA","211 SOUTH ALLEN STREET",92096,"50to100K",125633,"Schlow Centre Region Library"
"13628","PA0167",3,"JOSEPH & ELIZABETH SHAW PUBLIC LIBRARY","PA","1 SOUTH FRONT ST",16930,"5to25K",125640,"Joseph & Elizabeth Shaw Public Library"
"13629","PA0168",2,"CLEARFIELD COUNTY PUBLIC LIBRARY","PA","601 BEECH ST",46293,"25to50K",17010042,"Bookmobile"
"13630","PA0168",3,"CURWENSVILLE PUBLIC LIBRARY","PA","601 BEECH STREET",46293,"25to50K",17953,"Curwensville Branch Library"
"13631","PA0168",168,"CLEARFIELD CO PUB LIB FED (BOOKMOBILE)","PA","601 BEECH STREET",46293,"25to50K",NA,NA
"13632","PA0169",2,"ANNIE HALENBAKE ROSS LIBRARY","PA","232 WEST MAIN ST",39238,"25to50K",NA,NA
"13633","PA0169",3,"RENOVO AREA PUBLIC LIBRARY","PA","317 7TH STREET",39238,"25to50K",NA,NA
"13634","PA0170",2,"FULTON COUNTY LIBRARY","PA","227 NORTH FIRST ST",14845,"5to25K",125743,"Fulton County Library"
"13635","PA0170",3,"HUSTONTOWN BRANCH LIBRARY","PA","313 EAST PITT STREET, SUITE B",14845,"5to25K",18353,"Hustontown Branch Library"
"13636","PA0172",2,"HUNTINGDON COUNTY LIBRARY","PA","330 PENN ST",45913,"25to50K",125602,"Huntingdon County Library"
"13637","PA0173",2,"JUNIATA COUNTY LIBRARY","PA","498 JEFFERSON ST",24636,"5to25K",125704,"Juniata County Library"
"13638","PA0174",2,"MIFFLIN COUNTY LIBRARY","PA","123 NORTH WAYNE ST",46682,"25to50K",17002509,"Mifflin County Library - Main Branch"
"13639","PA0174",6,"KISHACOQUILLAS BRANCH LIBRARY","PA","174 N. PENN STREET",46682,"25to50K",18017,"Kishacoquillas Branch Library"
"13640","PA0175",2,"EAST BERLIN COMMUNITY LIBRARY","PA","105 LOCUST STREET",9831,"5to25K",125759,"Jean Barnett Trone Memorial Library Of East Berlin"
"13641","PA0176",2,"ADAMS COUNTY LIBRARY SYSTEM","PA","140 BALTIMORE ST",91576,"50to100K",17011351,"Adams County Library System: Gettysburg Branch"
"13642","PA0176",3,"NEW OXFORD AREA LIBRARY","PA","124 N PETER STREET",91576,"50to100K",125774,"New Oxford Area Library"
"13643","PA0176",179,"FAIRFIELD AREA LIBRARY","PA","31 WORTZ DR.",91576,"50to100K",NA,NA
"13644","PA0176",180,"LITTLESTOWN AREA LIBRARY","PA","232 N QUEEN ST",91576,"50to100K",185820,"Littlestown Library"
"13645","PA0176",181,"HARBAUGH THOMAS LIBRARY","PA","59 W YORK ST",91576,"50to100K",16041569,"Harbaugh Thomas Library"
"13646","PA0178",2,"ALEXANDER HAMILTON MEMORIAL FREE LIBRARY","PA","45 EAST MAIN STREET",10568,"5to25K",125754,"Alexander Hamilton Mem Library"
"13647","PA0179",2,"DILLSBURG AREA PUBLIC LIBRARY","PA","204 MUMPER LN",21073,"5to25K",125678,"Dillsburg Area Public Library"
"13648","PA0181",2,"GUTHRIE MEMORIAL LIBRARY - HANOVER'S PUBLIC L","PA","2 LIBRARY PLACE",45791,"25to50K",125766,"Guthrie Memorial Library"
"13649","PA0183",2,"KALTREIDER-BENFER LIBRARY","PA","147 S CHARLES ST",68578,"50to100K",125775,"Kaltreider -Benfer  Library"
"13650","PA0184",3,"SOUTHERN YORK COUNTY LIBRARY","PA","80 CONSTITUTION AVE",15012,"5to25K",227387,"Paul Smith Library Of So York"
"13651","PA0186",2,"MASON DIXON PUBLIC LIBRARY","PA","250 BAILEY DRIVE",14003,"5to25K",125780,"Mason-Dixon Public Library"
"13652","PA0188",3,"COLLINSVILLE COMMUNITY LIBRARY","PA","2632 DELTA ROAD",270515,"100Kover",18408,"Collinsville Community Library"
"13653","PA0188",6,"RED LAND COMMUNITY LIBRARY","PA","48 ROBIN HOOD DRIVE",270515,"100Kover",211841,"Red Land Community Library"
"13654","PA0188",7,"VILLAGE LIBRARY","PA","35 C. N. MAIN STREET",270515,"100Kover",18571,"Village Library"
"13655","PA0188",9,"YORK COUNTY LIBRARY SYSTEM","PA","159 EAST MARKET STREET",270515,"100Kover",NA,NA
"13656","PA0188",10,"DOVER AREA COMMUNITY LIBRARY","PA","3700-3 DAVIDSBURG ROAD",270515,"100Kover",18424,"Dover Area Community Library"
"13657","PA0188",11,"KREUTZ CREEK VALLEY LIBRARY CENTER","PA","66 WALNUT SPRINGS ROAD",270515,"100Kover",17023799,"Kreutz Creek Library"
"13658","PA0188",12,"MARTIN MEMORIAL LIBRARY","PA","159 EAST MARKET ST.",270515,"100Kover",125783,"Martin  Library"
"13659","PA0188",14,"A HUFNAGEL PUBLIC LIBRARY OF GLEN ROCK","PA","32 MAIN STREET",270515,"100Kover",125764,"Hufnagel Glen Rock Pub Library"
"13660","PA0188",15,"GLATFELTER MEMORIAL LIBRARY","PA","101 GLENVIEW RD",270515,"100Kover",125778,"Glatfelter Memorial Library"
"13661","PA0189",2,"MOORES MEMORIAL LIBRARY","PA","9 WEST SLOKOM AVENUE",4563,"Under5k",NA,NA
"13662","PA0190",2,"ELIZABETHTOWN PUBLIC LIBRARY","PA","10 SOUTH MARKET STREET",30404,"25to50K",NA,NA
"13663","PA0191",2,"EPHRATA PUBLIC LIBRARY","PA","550 SOUTH READING RD",32978,"25to50K",NA,NA
"13664","PA0192",2,"LANCASTER PUBLIC LIBRARY","PA","125 NORTH DUKE ST",206824,"100Kover",NA,NA
"13665","PA0192",6,"LANCASTER PUBLIC LIBRARY WEST - MOUNTVILLE BRANCH","PA","120 COLLEGE AVENUE",206824,"100Kover",NA,NA
"13666","PA0192",7,"LANCASTER PUBLIC LIBRARY EAST - LEOLA BRANCH","PA","46 HILLCREST ROAD",206824,"100Kover",NA,NA
"13667","PA0193",2,"LITITZ PUBLIC LIBRARY","PA","651 KISSEL HILL ROAD",31038,"25to50K",NA,NA
"13668","PA0194",2,"MILANOF-SCHOCK LIBRARY","PA","1184 ANDERSON FERRY RD.",25442,"25to50K",NA,NA
"13669","PA0195",2,"EASTERN LANCASTER COUNTY LIB","PA","11 CHESTNUT DR",24952,"5to25K",NA,NA
"13670","PA0196",2,"ANNVILLE FREE LIBRARY","PA","216 E MAIN ST",12078,"5to25K",NA,NA
"13671","PA0198",2,"MYERSTOWN COMMUNITY LIBRARY","PA","199 NORTH COLLEGE ST",15294,"5to25K",NA,NA
"13672","PA0199",2,"PALMYRA PUBLIC LIBRARY","PA","50 LANDINGS DR, STE B",22379,"5to25K",NA,NA
"13673","PA0200",2,"RICHLAND COMMUNITY LIBRARY","PA","111 EAST MAIN STREET",5411,"5to25K",NA,NA
"13674","PA0201",2,"BETHEL TULPEHOCKEN PUBLIC LIBRARY","PA","8601 LANCASTER AVE",7386,"5to25K",NA,NA
"13675","PA0202",2,"BOONE AREA LIBRARY","PA","129 N. MILL ST.",21249,"5to25K",NA,NA
"13676","PA0203",2,"VILLAGE LIBRARY OF MORGANTOWN","PA","207 N. WALNUT STREET",11293,"5to25K",NA,NA
"13677","PA0204",2,"HAMBURG PUBLIC LIBRARY","PA","35 NORTH 3RD ST",15891,"5to25K",NA,NA
"13678","PA0205",2,"READING PUBLIC LIBRARY","PA","100 S. 5TH STREET",126344,"100Kover",NA,NA
"13679","PA0205",4,"SOUTHEAST BRANCH LIBRARY","PA","1426 PERKIOMEN AVENUE",126344,"100Kover",NA,NA
"13680","PA0205",205,"NORTHWEST BRANCH LIBRARY","PA","901 SCHUYLKILL AVENUE",126344,"100Kover",NA,NA
"13681","PA0205",206,"NORTHEAST BRANCH LIBRARY","PA","1348 N. 11TH STREET",126344,"100Kover",NA,NA
"13682","PA0207",2,"ROBESONIA COMMUNITY LIBRARY","PA","75-A SOUTH BROOKE ST",4999,"Under5k",NA,NA
"13683","PA0208",2,"SINKING SPRING PUBLIC LIBRARY","PA","3940 PENN AVE",4008,"Under5k",NA,NA
"13684","PA0209",2,"MUHLENBERG COMMUNITY LIBRARY","PA","3612 KUTZTOWN RD",27290,"25to50K",NA,NA
"13685","PA0210",2,"WERNERSVILLE PUBLIC LIBRARY","PA","100 NORTH REBER STREET",15278,"5to25K",NA,NA
"13686","PA0211",2,"WEST LAWN-WYOMISSING HILLS LIBRARY","PA","101 WOODSIDE AVENUE",27119,"25to50K",NA,NA
"13687","PA0211",3,"SPRING TOWNSHIP LIBRARY","PA","78-C COMMERCE DRIVE",27119,"25to50K",NA,NA
"13688","PA0213",2,"WYOMISSING PUBLIC LIBRARY","PA","9 READING BLVD",10461,"5to25K",NA,NA
"13689","PA0214",2,"CLEVE J. FREDRICKSEN LIBRARY","PA","100 NORTH 19TH STREET",81763,"50to100K",NA,NA
"13690","PA0214",3,"EAST PENNSBORO LIBRARY","PA","98 SOUTH ENOLA DRIVE",81763,"50to100K",NA,NA
"13691","PA0215",2,"BOSLER FREE LIBRARY","PA","158 WEST HIGH ST",53325,"50to100K",NA,NA
"13692","PA0216",2,"JOSEPH T. SIMPSON PUBLIC LIBRARY","PA","16 N WALNUT ST",48089,"25to50K",NA,NA
"13693","PA0217",2,"AMELIA S GIVIN LIBRARY","PA","114 NORTH BALTIMORE AVE",11973,"5to25K",NA,NA
"13694","PA0218",2,"NEW CUMBERLAND PUBLIC LIBRARY","PA","1 BENJAMIN PLAZA",7277,"5to25K",NA,NA
"13695","PA0219",2,"JOHN GRAHAM PUBLIC LIBRARY","PA","9 PARSONAGE ST",11423,"5to25K",NA,NA
"13696","PA0220",2,"SHIPPENSBURG PUBLIC LIBRARY","PA","73 W KING ST",30881,"25to50K",NA,NA
"13697","PA0221",2,"HERSHEY PUBLIC LIBRARY","PA","701 COCOA AVE.",24679,"5to25K",NA,NA
"13698","PA0222",5,"NORTHERN DAUPHIN BRANCH LIBRARY","PA","683 MAIN ST.",234520,"100Kover",18161,"Northern Dauphin Library"
"13699","PA0222",6,"JOHNSON MEMORIAL LIBRARY","PA","799 E. CENTER ST.",234520,"100Kover",125708,"Johnson Memorial Library"
"13700","PA0222",7,"KLINE LIBRARY","PA","530 S. 29TH ST.",234520,"100Kover",18272,"Kline Library"
"13701","PA0222",8,"WILLIAM H & MARION C ALEXANDER FAMILY LIBRARY","PA","200 W 2ND ST",234520,"100Kover",18111,"Alexander Family Library"
"13702","PA0222",9,"MADELINE L. OLEWINE MEMORIAL LIBRARY","PA","2410 NORTH THIRD ST.",234520,"100Kover",18296,"Madeline Olewine Memorial Library"
"13703","PA0222",10,"ELIZABETHVILLE AREA LIBRARY","PA","80 NORTH MARKET STREET",234520,"100Kover",18084,"Elizabethville Branch Library"
"13704","PA0222",222,"MCCORMICK RIVERFRONT LIBRARY","PA","101 WALNUT STREET",234520,"100Kover",18261,"Mccormick Riverfront Library"
"13705","PA0222",224,"EAST SHORE AREA LIBRARY","PA","4501 ETHEL STREET",234520,"100Kover",18280,"East Shore Area Branch Library"
"13706","PA0223",2,"MIDDLETOWN PUBLIC LIBRARY","PA","20 NORTH CATHERINE ST",8901,"5to25K",NA,NA
"13707","PA0224",2,"MARYSVILLE RYE LIB ASSOCIATION","PA","198 OVERCREST ROAD",4898,"Under5k",NA,NA
"13708","PA0225",3,"MCBRIDE MEMORIAL LIBRARY","PA","500 MARKET STREET",14153,"5to25K",NA,NA
"13709","PA0226",2,"BLOOMSBURG PUBLIC LIBRARY","PA","225 MARKET ST",22217,"5to25K",125842,"Bloomsburg Public Library"
"13710","PA0227",2,"COLUMBIA COUNTY TRAVELING LIBRARY","PA","702 SAWMILL ROAD",30157,"25to50K",17031950,"County Library"
"13711","PA0227",229,"COLUMBIA COUNTY TRAVELING LIBRARY AUTHORITY","PA","15 PERRY AVE",30157,"25to50K",NA,NA
"13712","PA0228",2,"THOMAS BEAVER FREE LIBRARY","PA","317 FERRY STREET",21321,"5to25K",NA,NA
"13713","PA0229",2,"MONTGOMERY HOUSE WARRIOR RUN AREA PUBLIC LIBR","PA","20 CHURCH ST",9739,"5to25K",NA,NA
"13714","PA0230",2,"MILTON PUBLIC LIBRARY","PA","541 BROADWAY ST",12143,"5to25K",125860,"Milton Public Library"
"13715","PA0231",2,"MOUNT CARMEL PUBLIC LIBRARY","PA","30 SOUTH OAK ST",12577,"5to25K",NA,NA
"13716","PA0232",2,"PRIESTLEY FORSYTH MEM LIBRARY","PA","100 KING ST",7489,"5to25K",125865,"Priestley-Forsyth Memorial Lib"
"13717","PA0233",2,"RALPHO TOWNSHIP PUBLIC LIBRARY","PA","206 S. MARKET ST. SUITE 6",4321,"Under5k",NA,NA
"13718","PA0234",2,"SHAMOKIN & COAL TWP PUB LIB","PA","210 EAST INDEPENDENCE ST",20912,"5to25K",NA,NA
"13719","PA0235",2,"DEGENSTEIN COMMUNITY LIBRARY","PA","40 SOUTH FIFTH STREET",18267,"5to25K",125839,"John R Kauffman Jr Public Lib"
"13720","PA0237",3,"BEAVERTOWN LIBRARY","PA","111 WALNUT ST.",39702,"25to50K",149698,"Beavertown Community Library"
"13721","PA0237",4,"SNYDER COUNTY LIBRARIES, INC.","PA","1 NORTH HIGH ST",39702,"25to50K",18958,"Selinsgrove Community Ctr Lib"
"13722","PA0237",5,"MIDDLEBURG COMMUNITY LIBRARY","PA","13 N. MAIN ST.",39702,"25to50K",177907,"Middleburg Comm Library"
"13723","PA0237",6,"MCCLURE COMMUNITY LIBRARY","PA","1 LIBRARY LANE",39702,"25to50K",NA,NA
"13724","PA0238",2,"PUBLIC LIBRARY FOR UNION CO","PA","255 REITZ BLVD",39587,"25to50K",227519,"Public Library For Union County"
"13725","PA0239",2,"JANE & ANNETTA HERR MEMORIAL LIBRARY","PA","500 MARKET STREET",3540,"Under5k",227521,"Herr Memorial Library"
"13726","PA0240",2,"SPALDING MEMORIAL LIBRARY","PA","724 S MAIN ST",8618,"5to25K",126035,"Spalding Memorial Library"
"13727","PA0241",2,"GREEN FREE LIBRARY","PA","38 N. CENTER STREET",6124,"5to25K",NA,NA
"13728","PA0242",2,"MONROETON PUBLIC LIBRARY","PA","149 DALPIAZ DR",1804,"Under5k",NA,NA
"13729","PA0244",2,"SAYRE PUBLIC LIBRARY","PA","122 SOUTH ELMER AVE",5587,"5to25K",NA,NA
"13730","PA0245",2,"TOWANDA PUBLIC LIBRARY","PA","104 MAIN ST",10976,"5to25K",NA,NA
"13731","PA0246",2,"BRADFORD COUNTY LIBRARY","PA","16093 ROUTE 6",23636,"5to25K",NA,NA
"13732","PA0246",247,"BRADFORD COUNTY LIBRARY BOOKMOBILE","PA","16093 ROUTE 6",23636,"5to25K",NA,NA
"13733","PA0247",2,"MATHER MEMORIAL LIBRARY","PA","23866 ROUTE 220",2685,"Under5k",NA,NA
"13734","PA0248",2,"WYALUSING PUBLIC LIBRARY","PA","115 CHURCH STREET",1838,"Under5k",NA,NA
"13735","PA0249",2,"HUGHESVILLE AREA PUBLIC LIBRARY","PA","146 SOUTH 5TH STREET",5713,"5to25K",NA,NA
"13736","PA0250",2,"JERSEY SHORE PUBLIC LIBRARY","PA","110 OLIVER STREET",5962,"5to25K",NA,NA
"13737","PA0251",2,"JAMES V.BROWN LIBRARY","PA","19 EAST 4TH ST",84702,"50to100K",NA,NA
"13738","PA0251",251,"JAMES V.BROWN LIBRARY BOOKMOBILE","PA","19 EAST 4TH ST",84702,"50to100K",17003886,"Bookmobile"
"13739","PA0251",251,"JAMES V.BROWN LIBRARY BOOKMOBILE","PA","19 EAST 4TH ST",84702,"50to100K",17003887,"Storymobile"
